Valor,Fecha
36892.666666666664,2017-01-24T13:00:00Z
35747.833333333336,2017-01-24T14:00:00Z
35047.833333333336,2017-01-24T15:00:00Z
34639.5,2017-01-24T16:00:00Z
34720.166666666664,2017-01-24T17:00:00Z
36281.5,2017-01-24T18:00:00Z
38566.833333333336,2017-01-24T19:00:00Z
38989.833333333336,2017-01-24T20:00:00Z
38201.5,2017-01-24T21:00:00Z
35478.166666666664,2017-01-24T22:00:00Z
31970,2017-01-24T23:00:00Z
29217,2017-01-25T00:00:00Z
26982.5,2017-01-25T01:00:00Z
25720.333333333332,2017-01-25T02:00:00Z
25106.166666666668,2017-01-25T03:00:00Z
24947,2017-01-25T04:00:00Z
25554.333333333332,2017-01-25T05:00:00Z
28132.833333333332,2017-01-25T06:00:00Z
33073,2017-01-25T07:00:00Z
36747.166666666664,2017-01-25T08:00:00Z
37909,2017-01-25T09:00:00Z
38582.833333333336,2017-01-25T10:00:00Z
38289.5,2017-01-25T11:00:00Z
37622.166666666664,2017-01-25T12:00:00Z
37423,2017-01-25T13:00:00Z
36179.166666666664,2017-01-25T14:00:00Z
35492.666666666664,2017-01-25T15:00:00Z
35173.5,2017-01-25T16:00:00Z
35371.5,2017-01-25T17:00:00Z
36855.333333333336,2017-01-25T18:00:00Z
38980.666666666664,2017-01-25T19:00:00Z
39247.833333333336,2017-01-25T20:00:00Z
38303,2017-01-25T21:00:00Z
35722.333333333336,2017-01-25T22:00:00Z
32409.333333333332,2017-01-25T23:00:00Z
29649.666666666668,2017-01-26T00:00:00Z
27444.833333333332,2017-01-26T01:00:00Z
26126.833333333332,2017-01-26T02:00:00Z
25476,2017-01-26T03:00:00Z
25239.666666666668,2017-01-26T04:00:00Z
25798.5,2017-01-26T05:00:00Z
28401.666666666668,2017-01-26T06:00:00Z
33197.833333333336,2017-01-26T07:00:00Z
36613.166666666664,2017-01-26T08:00:00Z
37850.666666666664,2017-01-26T09:00:00Z
38616.833333333336,2017-01-26T10:00:00Z
38488.833333333336,2017-01-26T11:00:00Z
38157.166666666664,2017-01-26T12:00:00Z
37966.833333333336,2017-01-26T13:00:00Z
36628.833333333336,2017-01-26T14:00:00Z
36163,2017-01-26T15:00:00Z
36081,2017-01-26T16:00:00Z
36472,2017-01-26T17:00:00Z
37755.166666666664,2017-01-26T18:00:00Z
39275.833333333336,2017-01-26T19:00:00Z
39294,2017-01-26T20:00:00Z
38343.166666666664,2017-01-26T21:00:00Z
35668.666666666664,2017-01-26T22:00:00Z
32434.166666666668,2017-01-26T23:00:00Z
29741.833333333332,2017-01-27T00:00:00Z
27421,2017-01-27T01:00:00Z
25910.833333333332,2017-01-27T02:00:00Z
25276.5,2017-01-27T03:00:00Z
25035,2017-01-27T04:00:00Z
25488.333333333332,2017-01-27T05:00:00Z
27912.166666666668,2017-01-27T06:00:00Z
32518.5,2017-01-27T07:00:00Z
35877.5,2017-01-27T08:00:00Z
37130.333333333336,2017-01-27T09:00:00Z
37918,2017-01-27T10:00:00Z
38094.833333333336,2017-01-27T11:00:00Z
37794.5,2017-01-27T12:00:00Z
37656,2017-01-27T13:00:00Z
36305,2017-01-27T14:00:00Z
35497.833333333336,2017-01-27T15:00:00Z
35192.666666666664,2017-01-27T16:00:00Z
35213.666666666664,2017-01-27T17:00:00Z
36045.833333333336,2017-01-27T18:00:00Z
37569.5,2017-01-27T19:00:00Z
37414.5,2017-01-27T20:00:00Z
36701.166666666664,2017-01-27T21:00:00Z
34459,2017-01-27T22:00:00Z
31846.166666666668,2017-01-27T23:00:00Z
29511.833333333332,2017-01-28T00:00:00Z
27401.166666666668,2017-01-28T01:00:00Z
25561.666666666668,2017-01-28T02:00:00Z
24607.833333333332,2017-01-28T03:00:00Z
24287,2017-01-28T04:00:00Z
24082,2017-01-28T05:00:00Z
24471.333333333332,2017-01-28T06:00:00Z
25956,2017-01-28T07:00:00Z
27598.833333333332,2017-01-28T08:00:00Z
30047.166666666668,2017-01-28T09:00:00Z
32392.166666666668,2017-01-28T10:00:00Z
32762.833333333332,2017-01-28T11:00:00Z
32219.333333333332,2017-01-28T12:00:00Z
32004.5,2017-01-28T13:00:00Z
31343.5,2017-01-28T14:00:00Z
30303.333333333332,2017-01-28T15:00:00Z
29462.666666666668,2017-01-28T16:00:00Z
29105.166666666668,2017-01-28T17:00:00Z
30419.166666666668,2017-01-28T18:00:00Z
32547.166666666668,2017-01-28T19:00:00Z
33233,2017-01-28T20:00:00Z
33301.833333333336,2017-01-28T21:00:00Z
31928.333333333332,2017-01-28T22:00:00Z
29894.5,2017-01-28T23:00:00Z
27634.333333333332,2017-01-29T00:00:00Z
25227.833333333332,2017-01-29T01:00:00Z
23487.5,2017-01-29T02:00:00Z
22629,2017-01-29T03:00:00Z
22229.666666666668,2017-01-29T04:00:00Z
22282.666666666668,2017-01-29T05:00:00Z
22562.5,2017-01-29T06:00:00Z
23285.333333333332,2017-01-29T07:00:00Z
23906,2017-01-29T08:00:00Z
25916.166666666668,2017-01-29T09:00:00Z
28265,2017-01-29T10:00:00Z
29341.833333333332,2017-01-29T11:00:00Z
29195.166666666668,2017-01-29T12:00:00Z
29473.166666666668,2017-01-29T13:00:00Z
29413.833333333332,2017-01-29T14:00:00Z
28081.833333333332,2017-01-29T15:00:00Z
27182.666666666668,2017-01-29T16:00:00Z
27079.833333333332,2017-01-29T17:00:00Z
28855.666666666668,2017-01-29T18:00:00Z
31515.333333333332,2017-01-29T19:00:00Z
32897.833333333336,2017-01-29T20:00:00Z
33012.833333333336,2017-01-29T21:00:00Z
31803,2017-01-29T22:00:00Z
29252.833333333332,2017-01-29T23:00:00Z
26601.166666666668,2017-01-30T00:00:00Z
24423.666666666668,2017-01-30T01:00:00Z
23337.333333333332,2017-01-30T02:00:00Z
22860,2017-01-30T03:00:00Z
22821.833333333332,2017-01-30T04:00:00Z
23496,2017-01-30T05:00:00Z
26445.333333333332,2017-01-30T06:00:00Z
31397.5,2017-01-30T07:00:00Z
34815.333333333336,2017-01-30T08:00:00Z
35931.666666666664,2017-01-30T09:00:00Z
36318.333333333336,2017-01-30T10:00:00Z
36143,2017-01-30T11:00:00Z
35758.166666666664,2017-01-30T12:00:00Z
35567.166666666664,2017-01-30T13:00:00Z
34420,2017-01-30T14:00:00Z
33759.166666666664,2017-01-30T15:00:00Z
33369.5,2017-01-30T16:00:00Z
33444.666666666664,2017-01-30T17:00:00Z
34499.166666666664,2017-01-30T18:00:00Z
36622,2017-01-30T19:00:00Z
37032,2017-01-30T20:00:00Z
36321.5,2017-01-30T21:00:00Z
33771,2017-01-30T22:00:00Z
30491.666666666668,2017-01-30T23:00:00Z
27973,2017-01-31T00:00:00Z
25950.666666666668,2017-01-31T01:00:00Z
24669.333333333332,2017-01-31T02:00:00Z
24178.666666666668,2017-01-31T03:00:00Z
24028.333333333332,2017-01-31T04:00:00Z
24518.833333333332,2017-01-31T05:00:00Z
27015.666666666668,2017-01-31T06:00:00Z
31904.833333333332,2017-01-31T07:00:00Z
34881.333333333336,2017-01-31T08:00:00Z
35586.5,2017-01-31T09:00:00Z
35713.166666666664,2017-01-31T10:00:00Z
35376.666666666664,2017-01-31T11:00:00Z
35011,2017-01-31T12:00:00Z
34935.833333333336,2017-01-31T13:00:00Z
33764.166666666664,2017-01-31T14:00:00Z
33185.5,2017-01-31T15:00:00Z
32984.333333333336,2017-01-31T16:00:00Z
32897.166666666664,2017-01-31T17:00:00Z
33844.5,2017-01-31T18:00:00Z
36242.333333333336,2017-01-31T19:00:00Z
36648.333333333336,2017-01-31T20:00:00Z
36164.333333333336,2017-01-31T21:00:00Z
33485.833333333336,2017-01-31T22:00:00Z
30254.666666666668,2017-01-31T23:00:00Z
27854.333333333332,2017-02-01T00:00:00Z
25734.5,2017-02-01T01:00:00Z
24547.833333333332,2017-02-01T02:00:00Z
23781.833333333332,2017-02-01T03:00:00Z
23613.5,2017-02-01T04:00:00Z
24218.5,2017-02-01T05:00:00Z
26631.333333333332,2017-02-01T06:00:00Z
31403.833333333332,2017-02-01T07:00:00Z
34455.833333333336,2017-02-01T08:00:00Z
35372,2017-02-01T09:00:00Z
35559.5,2017-02-01T10:00:00Z
35470.5,2017-02-01T11:00:00Z
35125.666666666664,2017-02-01T12:00:00Z
34961,2017-02-01T13:00:00Z
33812.833333333336,2017-02-01T14:00:00Z
33128.666666666664,2017-02-01T15:00:00Z
32779,2017-02-01T16:00:00Z
32612.333333333332,2017-02-01T17:00:00Z
33558.166666666664,2017-02-01T18:00:00Z
35717.666666666664,2017-02-01T19:00:00Z
36345.666666666664,2017-02-01T20:00:00Z
35770.5,2017-02-01T21:00:00Z
33111,2017-02-01T22:00:00Z
30043.666666666668,2017-02-01T23:00:00Z
27685.5,2017-02-02T00:00:00Z
25622.166666666668,2017-02-02T01:00:00Z
24317.166666666668,2017-02-02T02:00:00Z
23905.833333333332,2017-02-02T03:00:00Z
23853,2017-02-02T04:00:00Z
24250.833333333332,2017-02-02T05:00:00Z
26567.333333333332,2017-02-02T06:00:00Z
31212.5,2017-02-02T07:00:00Z
33923.833333333336,2017-02-02T08:00:00Z
34770.666666666664,2017-02-02T09:00:00Z
35118.166666666664,2017-02-02T10:00:00Z
35129.166666666664,2017-02-02T11:00:00Z
35448,2017-02-02T12:00:00Z
35679.5,2017-02-02T13:00:00Z
34470.333333333336,2017-02-02T14:00:00Z
33974.333333333336,2017-02-02T15:00:00Z
33622.166666666664,2017-02-02T16:00:00Z
33398.833333333336,2017-02-02T17:00:00Z
34118.5,2017-02-02T18:00:00Z
35899.166666666664,2017-02-02T19:00:00Z
36354,2017-02-02T20:00:00Z
35419,2017-02-02T21:00:00Z
33066.333333333336,2017-02-02T22:00:00Z
29904.166666666668,2017-02-02T23:00:00Z
27882.333333333332,2017-02-03T00:00:00Z
25766.5,2017-02-03T01:00:00Z
24401,2017-02-03T02:00:00Z
23978.166666666668,2017-02-03T03:00:00Z
23683.833333333332,2017-02-03T04:00:00Z
24368.666666666668,2017-02-03T05:00:00Z
26641.666666666668,2017-02-03T06:00:00Z
31066,2017-02-03T07:00:00Z
33979.666666666664,2017-02-03T08:00:00Z
34827.333333333336,2017-02-03T09:00:00Z
35374.5,2017-02-03T10:00:00Z
35173.666666666664,2017-02-03T11:00:00Z
34790.166666666664,2017-02-03T12:00:00Z
34755.833333333336,2017-02-03T13:00:00Z
33519.333333333336,2017-02-03T14:00:00Z
32700.5,2017-02-03T15:00:00Z
32434,2017-02-03T16:00:00Z
32324.166666666668,2017-02-03T17:00:00Z
33036,2017-02-03T18:00:00Z
34838,2017-02-03T19:00:00Z
34810.5,2017-02-03T20:00:00Z
34284,2017-02-03T21:00:00Z
32260.166666666668,2017-02-03T22:00:00Z
29809.333333333332,2017-02-03T23:00:00Z
27738.833333333332,2017-02-04T00:00:00Z
25773.333333333332,2017-02-04T01:00:00Z
24178.5,2017-02-04T02:00:00Z
23449.833333333332,2017-02-04T03:00:00Z
22879.166666666668,2017-02-04T04:00:00Z
22929.666666666668,2017-02-04T05:00:00Z
23346.666666666668,2017-02-04T06:00:00Z
24724,2017-02-04T07:00:00Z
26100.333333333332,2017-02-04T08:00:00Z
28256.166666666668,2017-02-04T09:00:00Z
30264.5,2017-02-04T10:00:00Z
30856.166666666668,2017-02-04T11:00:00Z
30674.833333333332,2017-02-04T12:00:00Z
30699.833333333332,2017-02-04T13:00:00Z
29914.5,2017-02-04T14:00:00Z
28625.333333333332,2017-02-04T15:00:00Z
28087,2017-02-04T16:00:00Z
27939.833333333332,2017-02-04T17:00:00Z
28931.666666666668,2017-02-04T18:00:00Z
30720.166666666668,2017-02-04T19:00:00Z
31100.833333333332,2017-02-04T20:00:00Z
30942,2017-02-04T21:00:00Z
29563.666666666668,2017-02-04T22:00:00Z
27815.333333333332,2017-02-04T23:00:00Z
25723.333333333332,2017-02-05T00:00:00Z
23834.166666666668,2017-02-05T01:00:00Z
22552.833333333332,2017-02-05T02:00:00Z
21688.333333333332,2017-02-05T03:00:00Z
21351.833333333332,2017-02-05T04:00:00Z
21379.833333333332,2017-02-05T05:00:00Z
21670.833333333332,2017-02-05T06:00:00Z
22461.333333333332,2017-02-05T07:00:00Z
22798.333333333332,2017-02-05T08:00:00Z
24611.333333333332,2017-02-05T09:00:00Z
26854.5,2017-02-05T10:00:00Z
27693.166666666668,2017-02-05T11:00:00Z
27997.666666666668,2017-02-05T12:00:00Z
28294.166666666668,2017-02-05T13:00:00Z
27969.833333333332,2017-02-05T14:00:00Z
26634.833333333332,2017-02-05T15:00:00Z
25720.5,2017-02-05T16:00:00Z
25432.833333333332,2017-02-05T17:00:00Z
26814.666666666668,2017-02-05T18:00:00Z
29791.833333333332,2017-02-05T19:00:00Z
31128.5,2017-02-05T20:00:00Z
31406,2017-02-05T21:00:00Z
30415.166666666668,2017-02-05T22:00:00Z
28105.666666666668,2017-02-05T23:00:00Z
25579.166666666668,2017-02-06T00:00:00Z
23932.333333333332,2017-02-06T01:00:00Z
22885.166666666668,2017-02-06T02:00:00Z
22468.5,2017-02-06T03:00:00Z
22381.166666666668,2017-02-06T04:00:00Z
23068.833333333332,2017-02-06T05:00:00Z
25866.5,2017-02-06T06:00:00Z
30604,2017-02-06T07:00:00Z
33775.333333333336,2017-02-06T08:00:00Z
34976.666666666664,2017-02-06T09:00:00Z
35396.833333333336,2017-02-06T10:00:00Z
35184.5,2017-02-06T11:00:00Z
34630.333333333336,2017-02-06T12:00:00Z
34423.833333333336,2017-02-06T13:00:00Z
33257.666666666664,2017-02-06T14:00:00Z
32723.666666666668,2017-02-06T15:00:00Z
32313.666666666668,2017-02-06T16:00:00Z
32059.5,2017-02-06T17:00:00Z
32609.333333333332,2017-02-06T18:00:00Z
34981.833333333336,2017-02-06T19:00:00Z
35593.666666666664,2017-02-06T20:00:00Z
34991,2017-02-06T21:00:00Z
32478.333333333332,2017-02-06T22:00:00Z
29478.333333333332,2017-02-06T23:00:00Z
27223.333333333332,2017-02-07T00:00:00Z
25499.5,2017-02-07T01:00:00Z
24228.666666666668,2017-02-07T02:00:00Z
23764.5,2017-02-07T03:00:00Z
23593.833333333332,2017-02-07T04:00:00Z
24142.833333333332,2017-02-07T05:00:00Z
26675,2017-02-07T06:00:00Z
31126.5,2017-02-07T07:00:00Z
33796.166666666664,2017-02-07T08:00:00Z
34537.333333333336,2017-02-07T09:00:00Z
34548.166666666664,2017-02-07T10:00:00Z
34449.166666666664,2017-02-07T11:00:00Z
34028.833333333336,2017-02-07T12:00:00Z
33944.5,2017-02-07T13:00:00Z
32859.5,2017-02-07T14:00:00Z
32289.833333333332,2017-02-07T15:00:00Z
32080,2017-02-07T16:00:00Z
32156.5,2017-02-07T17:00:00Z
32707.166666666668,2017-02-07T18:00:00Z
35086.333333333336,2017-02-07T19:00:00Z
35615,2017-02-07T20:00:00Z
35018.666666666664,2017-02-07T21:00:00Z
32396,2017-02-07T22:00:00Z
29643.666666666668,2017-02-07T23:00:00Z
27137.833333333332,2017-02-08T00:00:00Z
25399.333333333332,2017-02-08T01:00:00Z
24205.333333333332,2017-02-08T02:00:00Z
23737.833333333332,2017-02-08T03:00:00Z
23588.666666666668,2017-02-08T04:00:00Z
24216,2017-02-08T05:00:00Z
26588.333333333332,2017-02-08T06:00:00Z
31314,2017-02-08T07:00:00Z
34144.333333333336,2017-02-08T08:00:00Z
35092,2017-02-08T09:00:00Z
35252.666666666664,2017-02-08T10:00:00Z
34984.166666666664,2017-02-08T11:00:00Z
34838.5,2017-02-08T12:00:00Z
34580.666666666664,2017-02-08T13:00:00Z
33332,2017-02-08T14:00:00Z
32701.333333333332,2017-02-08T15:00:00Z
32376,2017-02-08T16:00:00Z
32246.166666666668,2017-02-08T17:00:00Z
32726.333333333332,2017-02-08T18:00:00Z
35413.166666666664,2017-02-08T19:00:00Z
36247.166666666664,2017-02-08T20:00:00Z
35573.5,2017-02-08T21:00:00Z
33109.333333333336,2017-02-08T22:00:00Z
30063,2017-02-08T23:00:00Z
27739.166666666668,2017-02-09T00:00:00Z
25864.833333333332,2017-02-09T01:00:00Z
24634.666666666668,2017-02-09T02:00:00Z
24137.166666666668,2017-02-09T03:00:00Z
24006.833333333332,2017-02-09T04:00:00Z
24502.833333333332,2017-02-09T05:00:00Z
26904.166666666668,2017-02-09T06:00:00Z
31729.666666666668,2017-02-09T07:00:00Z
34571.666666666664,2017-02-09T08:00:00Z
35763.333333333336,2017-02-09T09:00:00Z
36169.833333333336,2017-02-09T10:00:00Z
35710.166666666664,2017-02-09T11:00:00Z
35077,2017-02-09T12:00:00Z
34796.5,2017-02-09T13:00:00Z
33550.166666666664,2017-02-09T14:00:00Z
33237.333333333336,2017-02-09T15:00:00Z
33056.166666666664,2017-02-09T16:00:00Z
33180.166666666664,2017-02-09T17:00:00Z
33747.333333333336,2017-02-09T18:00:00Z
36127.833333333336,2017-02-09T19:00:00Z
36752.5,2017-02-09T20:00:00Z
36041.666666666664,2017-02-09T21:00:00Z
33631,2017-02-09T22:00:00Z
30528.333333333332,2017-02-09T23:00:00Z
28081.166666666668,2017-02-10T00:00:00Z
26210.833333333332,2017-02-10T01:00:00Z
24937.833333333332,2017-02-10T02:00:00Z
24542,2017-02-10T03:00:00Z
24341,2017-02-10T04:00:00Z
24893.666666666668,2017-02-10T05:00:00Z
27562.666666666668,2017-02-10T06:00:00Z
32130.833333333332,2017-02-10T07:00:00Z
34953.333333333336,2017-02-10T08:00:00Z
35981.5,2017-02-10T09:00:00Z
36556.333333333336,2017-02-10T10:00:00Z
36570.166666666664,2017-02-10T11:00:00Z
36326,2017-02-10T12:00:00Z
36335.666666666664,2017-02-10T13:00:00Z
35095.166666666664,2017-02-10T14:00:00Z
34210.333333333336,2017-02-10T15:00:00Z
33745.5,2017-02-10T16:00:00Z
33471.666666666664,2017-02-10T17:00:00Z
33920.5,2017-02-10T18:00:00Z
35631.5,2017-02-10T19:00:00Z
36009.833333333336,2017-02-10T20:00:00Z
35349,2017-02-10T21:00:00Z
33104.833333333336,2017-02-10T22:00:00Z
30576.333333333332,2017-02-10T23:00:00Z
28535.833333333332,2017-02-11T00:00:00Z
26467.333333333332,2017-02-11T01:00:00Z
24870,2017-02-11T02:00:00Z
24032,2017-02-11T03:00:00Z
23638,2017-02-11T04:00:00Z
23646.833333333332,2017-02-11T05:00:00Z
23846.666666666668,2017-02-11T06:00:00Z
25390.666666666668,2017-02-11T07:00:00Z
26833.666666666668,2017-02-11T08:00:00Z
29565,2017-02-11T09:00:00Z
32120,2017-02-11T10:00:00Z
32640.5,2017-02-11T11:00:00Z
32372.666666666668,2017-02-11T12:00:00Z
32325.5,2017-02-11T13:00:00Z
31762,2017-02-11T14:00:00Z
30319.166666666668,2017-02-11T15:00:00Z
29451.333333333332,2017-02-11T16:00:00Z
29287,2017-02-11T17:00:00Z
30051.166666666668,2017-02-11T18:00:00Z
32027.5,2017-02-11T19:00:00Z
32578.5,2017-02-11T20:00:00Z
32268.166666666668,2017-02-11T21:00:00Z
30884.166666666668,2017-02-11T22:00:00Z
28773.833333333332,2017-02-11T23:00:00Z
26646.5,2017-02-12T00:00:00Z
24654.833333333332,2017-02-12T01:00:00Z
22887.5,2017-02-12T02:00:00Z
21986.5,2017-02-12T03:00:00Z
21644.166666666668,2017-02-12T04:00:00Z
21485,2017-02-12T05:00:00Z
21829.166666666668,2017-02-12T06:00:00Z
22626,2017-02-12T07:00:00Z
23043.166666666668,2017-02-12T08:00:00Z
25168.166666666668,2017-02-12T09:00:00Z
27453.333333333332,2017-02-12T10:00:00Z
28777,2017-02-12T11:00:00Z
29202,2017-02-12T12:00:00Z
29494.166666666668,2017-02-12T13:00:00Z
29263.166666666668,2017-02-12T14:00:00Z
27808.166666666668,2017-02-12T15:00:00Z
26873.166666666668,2017-02-12T16:00:00Z
26597.166666666668,2017-02-12T17:00:00Z
27724.833333333332,2017-02-12T18:00:00Z
30256.333333333332,2017-02-12T19:00:00Z
31587.166666666668,2017-02-12T20:00:00Z
31670.166666666668,2017-02-12T21:00:00Z
30625.166666666668,2017-02-12T22:00:00Z
28347.833333333332,2017-02-12T23:00:00Z
25821.5,2017-02-13T00:00:00Z
23875.333333333332,2017-02-13T01:00:00Z
22883,2017-02-13T02:00:00Z
22377.166666666668,2017-02-13T03:00:00Z
22345.5,2017-02-13T04:00:00Z
23060.833333333332,2017-02-13T05:00:00Z
25793.5,2017-02-13T06:00:00Z
30468.666666666668,2017-02-13T07:00:00Z
33566.5,2017-02-13T08:00:00Z
34946.333333333336,2017-02-13T09:00:00Z
35730.5,2017-02-13T10:00:00Z
35531.333333333336,2017-02-13T11:00:00Z
35106.666666666664,2017-02-13T12:00:00Z
35062.666666666664,2017-02-13T13:00:00Z
33901.333333333336,2017-02-13T14:00:00Z
33199,2017-02-13T15:00:00Z
32912.166666666664,2017-02-13T16:00:00Z
32795.166666666664,2017-02-13T17:00:00Z
33070.833333333336,2017-02-13T18:00:00Z
35490.333333333336,2017-02-13T19:00:00Z
36289.333333333336,2017-02-13T20:00:00Z
35684.666666666664,2017-02-13T21:00:00Z
32912.5,2017-02-13T22:00:00Z
29734.5,2017-02-13T23:00:00Z
27481,2017-02-14T00:00:00Z
25531,2017-02-14T01:00:00Z
24300.5,2017-02-14T02:00:00Z
23816,2017-02-14T03:00:00Z
23816.666666666668,2017-02-14T04:00:00Z
24357.833333333332,2017-02-14T05:00:00Z
26711,2017-02-14T06:00:00Z
31331.5,2017-02-14T07:00:00Z
34099.833333333336,2017-02-14T08:00:00Z
35176.5,2017-02-14T09:00:00Z
35408.833333333336,2017-02-14T10:00:00Z
34903,2017-02-14T11:00:00Z
34410,2017-02-14T12:00:00Z
34224.166666666664,2017-02-14T13:00:00Z
33082.833333333336,2017-02-14T14:00:00Z
32445.166666666668,2017-02-14T15:00:00Z
32324.166666666668,2017-02-14T16:00:00Z
32203.666666666668,2017-02-14T17:00:00Z
32871.666666666664,2017-02-14T18:00:00Z
35526.666666666664,2017-02-14T19:00:00Z
36296.666666666664,2017-02-14T20:00:00Z
35481.666666666664,2017-02-14T21:00:00Z
32806.333333333336,2017-02-14T22:00:00Z
29758.5,2017-02-14T23:00:00Z
27294.833333333332,2017-02-15T00:00:00Z
25280.166666666668,2017-02-15T01:00:00Z
24034.666666666668,2017-02-15T02:00:00Z
23670.166666666668,2017-02-15T03:00:00Z
23473.5,2017-02-15T04:00:00Z
24141,2017-02-15T05:00:00Z
26406.666666666668,2017-02-15T06:00:00Z
30846.5,2017-02-15T07:00:00Z
33402.166666666664,2017-02-15T08:00:00Z
34273.833333333336,2017-02-15T09:00:00Z
34519.666666666664,2017-02-15T10:00:00Z
34178.5,2017-02-15T11:00:00Z
33699.5,2017-02-15T12:00:00Z
33605.666666666664,2017-02-15T13:00:00Z
32489.5,2017-02-15T14:00:00Z
31874,2017-02-15T15:00:00Z
31345.833333333332,2017-02-15T16:00:00Z
31004.833333333332,2017-02-15T17:00:00Z
31725.166666666668,2017-02-15T18:00:00Z
34758.666666666664,2017-02-15T19:00:00Z
35574.833333333336,2017-02-15T20:00:00Z
35014.5,2017-02-15T21:00:00Z
32232.5,2017-02-15T22:00:00Z
29359,2017-02-15T23:00:00Z
27095.5,2017-02-16T00:00:00Z
25203.833333333332,2017-02-16T01:00:00Z
24038.333333333332,2017-02-16T02:00:00Z
23641.833333333332,2017-02-16T03:00:00Z
23508.166666666668,2017-02-16T04:00:00Z
24171.833333333332,2017-02-16T05:00:00Z
26498.666666666668,2017-02-16T06:00:00Z
30958,2017-02-16T07:00:00Z
33370.333333333336,2017-02-16T08:00:00Z
34298.166666666664,2017-02-16T09:00:00Z
34587.333333333336,2017-02-16T10:00:00Z
34272,2017-02-16T11:00:00Z
33844.166666666664,2017-02-16T12:00:00Z
33790.833333333336,2017-02-16T13:00:00Z
32722.5,2017-02-16T14:00:00Z
32100.666666666668,2017-02-16T15:00:00Z
31712.166666666668,2017-02-16T16:00:00Z
31599,2017-02-16T17:00:00Z
31975,2017-02-16T18:00:00Z
34687,2017-02-16T19:00:00Z
35628.5,2017-02-16T20:00:00Z
35168.666666666664,2017-02-16T21:00:00Z
32610.166666666668,2017-02-16T22:00:00Z
29703.666666666668,2017-02-16T23:00:00Z
27655.333333333332,2017-02-17T00:00:00Z
25829.333333333332,2017-02-17T01:00:00Z
24440.166666666668,2017-02-17T02:00:00Z
23989.5,2017-02-17T03:00:00Z
23891.666666666668,2017-02-17T04:00:00Z
24448.666666666668,2017-02-17T05:00:00Z
